title,release_year,release_month,release_day,genres,rating_out_of_10,vote_count,runtime_minutes,box_office_usd,budget_usd,director,screenwriter,cast,production_company,content_rating,language,country,synopsis,wikipedia_url,poster_url
The Gutter,2024,November,,"Sci-Fi, Adventure",7.0,148020,145,27932340,21621560,"Yassir Lester, Isaiah Lester",Yassir Lester,"Shameik Moore,Susan Sarandon,D'Arcy Carden,Jay Ellis,Jackée Harry,Paul Reiser,Adam Brody",Magnolia Pictures/Village Roadshow Pictures,PG-13,English,United States,"'The Gutter' (2024) is a feature film directed by Yassir Lester, Isaiah Lester, starring Shameik Moore,Susan Sarandon,D'Arcy Carden,Jay Ellis,Jackée Harry,Paul Reiser,Adam Brody, produced by Magnolia Pictures/Village Roadshow Pictures.",https://en.wikipedia.org/wiki/The_Gutter_(2024_film),https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Meet Me Next Christmas,2024,November,6,"Adventure, Drama",8.4,360950,90,31498650,23999100,Rusty Cundieff,"Molly Halderman, Camilla Rubis","Christina Milian,Devale Ellis,Kofi Siriboe",Netflix,PG-13,English,United States,"'Meet Me Next Christmas' (2024) is a feature film directed by Rusty Cundieff, starring Christina Milian,Devale Ellis,Kofi Siriboe, produced by Netflix.",https://en.wikipedia.org/wiki/Meet_Me_Next_Christmas,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
A Sudden Case of Christmas,2024,November,7,"Romance, Drama",6.7,423237,103,32541879,24694586,,"Tinker Lindsay, Gianluca Bomprezzi,Neri Parenti, Federico Baccomo, Francesco Patierno","Peter Chelsom, Danny DeVito,Andie MacDowell,Wilmer Valderrama,Lucy DeVito",Shout! Studios,PG-13,English,United States,"'A Sudden Case of Christmas' (2024) is a feature film directed by acclaimed filmmakers, starring Peter Chelsom, Danny DeVito,Andie MacDowell,Wilmer Valderrama,Lucy DeVito, produced by Shout! Studios.",https://en.wikipedia.org/wiki/A_Sudden_Case_of_Christmas,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
The Best Christmas Pageant Ever,2024,November,,"Drama, Thriller",6.3,77513,102,34288371,25858914,Dallas Jenkins,"Platte Clark, Darin McDaniel, Ryan Swanson","Judy Greer,Pete Holmes,Lauren Graham",Lionsgate/Kingdom Story Company,PG-13,English,United States,"'The Best Christmas Pageant Ever' (2024) is a feature film directed by Dallas Jenkins, starring Judy Greer,Pete Holmes,Lauren Graham, produced by Lionsgate/Kingdom Story Company.",https://en.wikipedia.org/wiki/The_Best_Christmas_Pageant_Ever_(film),https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
The Piano Lesson,2024,November,,Drama,7.0,253092,148,29692164,22794776,,Virgil Williams,"Malcolm Washington, Samuel L. Jackson,John David Washington,Ray Fisher,Michael Potts,Erykah Badu, Skylar Aleece Smith,Danielle Deadwyler,Corey Hawkins",Netflix/Escape Artists,PG-13,English,United States,"'The Piano Lesson' (2024) is a feature film directed by acclaimed filmmakers, starring Malcolm Washington, Samuel L. Jackson,John David Washington,Ray Fisher,Michael Potts,Erykah Badu, Skylar Aleece Smith,Danielle Deadwyler,Corey Hawkins, produced by Netflix/Escape Artists.",https://en.wikipedia.org/wiki/The_Piano_Lesson_(2024_film),https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Elevation,2024,November,,"Horror, Thriller",8.2,143841,124,41437245,11651406,George Nolfi,"John Glenn, Kenny Ryan, Jacob Roman","Anthony Mackie,Morena Baccarin,Maddie Hasson,Tony Goldwyn",Vertical/Lyrical Media,R,English,United States,"'Elevation' (2024) is a feature film directed by George Nolfi, starring Anthony Mackie,Morena Baccarin,Maddie Hasson,Tony Goldwyn, produced by Vertical/Lyrical Media.",https://en.wikipedia.org/wiki/Elevation_(film),https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Christmas Eve in Miller's Point,2024,November,,"Horror, Mystery, Thriller",6.2,77314,101,52141730,14029324,,Eric Berger,"Tyler Taormina, Matilda Fleming,Maria Dizzia,Ben Shenkman,Francesca Scorsese,Elsie Fisher, Lev Cameron,Sawyer Spielberg,Gregg Turkington,Michael Cera",IFC Films,R,English,United States,"'Christmas Eve in Miller's Point' (2024) is a feature film directed by acclaimed filmmakers, starring Tyler Taormina, Matilda Fleming,Maria Dizzia,Ben Shenkman,Francesca Scorsese,Elsie Fisher, Lev Cameron,Sawyer Spielberg,Gregg Turkington,Michael Cera, produced by IFC Films.",https://en.wikipedia.org/wiki/Christmas_Eve_in_Miller's_Point,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Love Bomb,2024,November,,"Romance, Drama",6.8,121354,161,27485718,21323812,David Guglielmo,Kathy Charles,"Jessie Andrews, Josh Caras,Zane Holtz",Quiver Distribution,PG-13,English,United States,"'Love Bomb' (2024) is a feature film directed by David Guglielmo, starring Jessie Andrews, Josh Caras,Zane Holtz, produced by Quiver Distribution.",https://en.wikipedia.org/wiki/Love_Bomb,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Hot Frosty,2024,November,13,"Sci-Fi, Adventure",9.2,152398,92,28005666,21670444,Jerry Ciccoritti,Russell Hainline,"Lacey Chabert,Dustin Milligan,Craig Robinson,Joe Lo Truglio,Katy Mixon,Lauren Holly,Chrishell Stause",Netflix/Muse Entertainment,PG-13,English,United States,"'Hot Frosty' (2024) is a feature film directed by Jerry Ciccoritti, starring Lacey Chabert,Dustin Milligan,Craig Robinson,Joe Lo Truglio,Katy Mixon,Lauren Holly,Chrishell Stause, produced by Netflix/Muse Entertainment.",https://en.wikipedia.org/wiki/Hot_Frosty,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Red One,2024,November,15,"Horror, Thriller",8.2,78171,94,39604095,11244186,Jake Kasdan,Chris Morgan,"Dwayne Johnson,Chris Evans,Lucy Liu,J.K. Simmons,Kiernan Shipka,Bonnie Hunt,Kristofer Hivju,Nick Kroll",Metro-Goldwyn-Mayer/Seven Bucks Productions,R,English,United States,"'Red One' (2024) is a feature film directed by Jake Kasdan, starring Dwayne Johnson,Chris Evans,Lucy Liu,J.K. Simmons,Kiernan Shipka,Bonnie Hunt,Kristofer Hivju,Nick Kroll, produced by Metro-Goldwyn-Mayer/Seven Bucks Productions.",https://en.wikipedia.org/wiki/Red_One_(film),https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Daruma,2024,November,,"Sci-Fi, Adventure",7.9,77574,91,26752458,20834972,Alexander Yellen,Kelli McNeil-Yellen,"Tobias Forrest, Victoria Scott, John W. Lawson,Abigail Hawk,Barry Bostwick, Sandi McCree, Kelli McNeil-Yellen,Joy Nash",Freestyle Digital Media,PG-13,English,United States,"'Daruma' (2024) is a feature film directed by Alexander Yellen, starring Tobias Forrest, Victoria Scott, John W. Lawson,Abigail Hawk,Barry Bostwick, Sandi McCree, Kelli McNeil-Yellen,Joy Nash, produced by Freestyle Digital Media.",https://en.wikipedia.org/wiki/Daruma,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
The Merry Gentlemen,2024,November,20,Drama,6.3,317369,96,30768723,23512482,Peter Sullivan,Marla Sokoloff,"Britt Robertson,Chad Michael Murray, Marla Sokoloff,Beth Broderick,Michael Gross,Maxwell Caulfield",Netflix,PG-13,English,United States,"'The Merry Gentlemen' (2024) is a feature film directed by Peter Sullivan, starring Britt Robertson,Chad Michael Murray, Marla Sokoloff,Beth Broderick,Michael Gross,Maxwell Caulfield, produced by Netflix.",https://en.wikipedia.org/wiki/The_Merry_Gentlemen,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Wicked,2024,November,22,"Sci-Fi, Adventure",7.6,76977,163,482380935,161333983,Jon M. Chu,"Winnie Holzman,Dana Fox","Cynthia Erivo,Ariana Grande,Jonathan Bailey,Ethan Slater,Bowen Yang,Marissa Bode,Peter Dinklage,Michelle Yeoh,Jeff Goldblum",Universal Pictures/Marc Platt Productions,PG-13,English,United States,"'Wicked' (2024) is a feature film directed by Jon M. Chu, starring Cynthia Erivo,Ariana Grande,Jonathan Bailey,Ethan Slater,Bowen Yang,Marissa Bode,Peter Dinklage,Michelle Yeoh,Jeff Goldblum, produced by Universal Pictures/Marc Platt Productions.",https://en.wikipedia.org/wiki/Wicked_(2024_film),https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Gladiator II,2024,November,,"Action, Adventure, Drama, History",7.9,176079,136,488528745,163485841,Ridley Scott,David Scarpa,"Paul Mescal,Pedro Pascal,Joseph Quinn,Fred Hechinger,Lior Raz,Derek Jacobi,Connie Nielsen,Denzel Washington",Paramount Pictures/Scott Free Productions/Lucy Fisher/Douglas Wick Productions,PG-13,English,United States,"'Gladiator II' (2024) is a feature film directed by Ridley Scott, starring Paul Mescal,Pedro Pascal,Joseph Quinn,Fred Hechinger,Lior Raz,Derek Jacobi,Connie Nielsen,Denzel Washington, produced by Paramount Pictures/Scott Free Productions/Lucy Fisher/Douglas Wick Productions.",https://en.wikipedia.org/wiki/Gladiator_II,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Spellbound,2024,November,,"Animation, Family, Adventure",6.3,166328,162,28238976,21825984,Vicky Jenson,"Lauren Hynek, Elizabeth Martin, Julia Miranda","Rachel Zegler,John Lithgow,Jenifer Lewis,Tituss Burgess,Nathan Lane,Javier Bardem,Nicole Kidman",Netflix/Skydance Animation,PG-13,English,United States,"'Spellbound' (2024) is a feature film directed by Vicky Jenson, starring Rachel Zegler,John Lithgow,Jenifer Lewis,Tituss Burgess,Nathan Lane,Javier Bardem,Nicole Kidman, produced by Netflix/Skydance Animation.",https://en.wikipedia.org/wiki/Spellbound_(2024_film),https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Armor,2024,November,,"Sci-Fi, Adventure",8.9,59863,152,26455821,20637214,Justin Routt,"Cory Todd Hughes, Adrian Speckert","Sylvester Stallone,Jason Patric,Josh Wiggins,Dash Mihok",Lionsgate/Grindstone Entertainment Group,PG-13,English,United States,"'Armor' (2024) is a feature film directed by Justin Routt, starring Sylvester Stallone,Jason Patric,Josh Wiggins,Dash Mihok, produced by Lionsgate/Grindstone Entertainment Group.",https://en.wikipedia.org/wiki/Armor_(film),https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Out of My Mind,2024,November,,"Comedy, Drama",6.1,198765,100,28782255,22188170,Amber Sealey,Daniel Stiepleman,"Phoebe-Rae Taylor,Rosemarie DeWitt,Luke Kirby,Judith Light,Jennifer Aniston",Disney+/Big Beach/Participant,PG-13,English,United States,"'Out of My Mind' (2024) is a feature film directed by Amber Sealey, starring Phoebe-Rae Taylor,Rosemarie DeWitt,Luke Kirby,Judith Light,Jennifer Aniston, produced by Disney+/Big Beach/Participant.",https://en.wikipedia.org/wiki/Out_of_My_Mind_(film),https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Dear Santa,2024,November,25,"Sci-Fi, Adventure",6.2,139861,104,27795687,21530458,Bobby Farrelly,"Ricky Blitt,Peter Farrelly","Jack Black,Keegan-Michael Key, Robert Timothy Smith,Brianne Howey,Hayes MacArthur,Post Malone,P. J. Byrne",Paramount+/Paramount Pictures/Conundrum Entertainment,PG-13,English,United States,"'Dear Santa' (2024) is a feature film directed by Bobby Farrelly, starring Jack Black,Keegan-Michael Key, Robert Timothy Smith,Brianne Howey,Hayes MacArthur,Post Malone,P. J. Byrne, produced by Paramount+/Paramount Pictures/Conundrum Entertainment.",https://en.wikipedia.org/wiki/Dear_Santa_(2024_film),https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Watchmen: Chapter II,2024,November,26,"Animation, Family, Adventure",9.1,316374,91,30752058,23501372,Brandon Vietti,J. Michael Straczynski,"Matthew Rhys,Katee Sackhoff,Titus Welliver,Troy Baker,Rick D. Wasserman,Adrienne Barbeau,Jeffrey Combs,Geoff Pierson,Corey Burton,John Marshall Jones,Yuri Lowenthal,Kari Wahlgren,Grey DeLisle,Kelly Hu,Max Koch,Phil LaMarr,Dwight Schultz,Jason Spisak",Warner Bros. Animation/Paramount Pictures/DC Entertainment,PG-13,English,United States,"'Watchmen: Chapter II' (2024) is a feature film directed by Brandon Vietti, starring Matthew Rhys,Katee Sackhoff,Titus Welliver,Troy Baker,Rick D. Wasserman,Adrienne Barbeau,Jeffrey Combs,Geoff Pierson,Corey Burton,John Marshall Jones,Yuri Lowenthal,Kari Wahlgren,Grey DeLisle,Kelly Hu,Max Koch,Phil LaMarr,Dwight Schultz,Jason Spisak, produced by Warner Bros. Animation/Paramount Pictures/DC Entertainment.",https://en.wikipedia.org/wiki/Watchmen_Chapter_II,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
"Hemet, or the Landlady Don't Drink Tea",2024,November,,"Sci-Fi, Adventure",9.1,168456,109,35811552,26874368,Tony Olmos,Brian Patrick Butler,"Kimberly Weinberger, Brian Patrick Butler,Aimee La Joie,Randy Davison,Merrick McCartha, Matthew Rhodes,Nick Young,Pierce Wallace, Jake Golden, Mia Gascon,Derrick Acosta,Mark Atkinson",BayView Entertainment/Charybdis Pictures/Rosewood Five,PG-13,English,United States,"'Hemet, or the Landlady Don't Drink Tea' (2024) is a feature film directed by Tony Olmos, starring Kimberly Weinberger, Brian Patrick Butler,Aimee La Joie,Randy Davison,Merrick McCartha, Matthew Rhodes,Nick Young,Pierce Wallace, Jake Golden, Mia Gascon,Derrick Acosta,Mark Atkinson, produced by BayView Entertainment/Charybdis Pictures/Rosewood Five.","https://en.wikipedia.org/wiki/Hemet,_or_the_Landlady_Don't_Drink_Tea",https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
A Great Divide,2024,November,,"Horror, Thriller",7.5,201551,114,43048195,12009266,,"Jeff Yang, Martina Nagel","Jean Shim, Ken Jeong,Jae Suh Park, Emerson Min,Miya Cech,MeeWha Alana Lee,Seamus Dever,Marshall Allman,Jamie McShane",Gravitas Ventures,R,English,United States,"'A Great Divide' (2024) is a feature film directed by acclaimed filmmakers, starring Jean Shim, Ken Jeong,Jae Suh Park, Emerson Min,Miya Cech,MeeWha Alana Lee,Seamus Dever,Marshall Allman,Jamie McShane, produced by Gravitas Ventures.",https://en.wikipedia.org/wiki/A_Great_Divide,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Moana 2,2024,November,27,"Animation, Family, Adventure",8.4,72002,138,482072310,161225958,,"Jared Bush, Dana Ledoux Miller","David Derrick Jr., Auli'i Cravalho,Dwayne Johnson, Hualālai Chung,Rose Matafeo,David Fane, Awhimai Fraser, Khaleesi Lambert-Tsuda,Temuera Morrison,Nicole Scherzinger,Rachel House, Gerald Ramsey,Alan Tudyk",Walt Disney Pictures/Walt Disney Animation Studios,PG,English,United States,"'Moana 2' (2024) is a feature film directed by acclaimed filmmakers, starring David Derrick Jr., Auli'i Cravalho,Dwayne Johnson, Hualālai Chung,Rose Matafeo,David Fane, Awhimai Fraser, Khaleesi Lambert-Tsuda,Temuera Morrison,Nicole Scherzinger,Rachel House, Gerald Ramsey,Alan Tudyk, produced by Walt Disney Pictures/Walt Disney Animation Studios.",https://en.wikipedia.org/wiki/Moana_2,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Queer,2024,November,,"Action, Adventure, Drama, History",9.0,60062,153,26459154,20639436,Luca Guadagnino,Justin Kuritzkes,"Daniel Craig,Drew Starkey,Jason Schwartzman,Henry Zaga,Omar Apollo,Lesley Manville",A24/Fremantle/The Apartment Pictures/Frenesy Film Company,PG-13,English,United States,"'Queer' (2024) is a feature film directed by Luca Guadagnino, starring Daniel Craig,Drew Starkey,Jason Schwartzman,Henry Zaga,Omar Apollo,Lesley Manville, produced by A24/Fremantle/The Apartment Pictures/Frenesy Film Company.",https://en.wikipedia.org/wiki/Queer_(film),https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Maria,2024,November,,"Sci-Fi, Adventure",6.6,55286,129,26379162,20586108,Pablo Larraín,Steven Knight,"Angelina Jolie,Pierfrancesco Favino,Alba Rohrwacher,Haluk Bilginer,Stephen Ashfield,Valeria Golino,Kodi Smit-McPhee",Netflix/Fremantle/The Apartment Pictures/FilmNation Entertainment,PG-13,English,United States,"'Maria' (2024) is a feature film directed by Pablo Larraín, starring Angelina Jolie,Pierfrancesco Favino,Alba Rohrwacher,Haluk Bilginer,Stephen Ashfield,Valeria Golino,Kodi Smit-McPhee, produced by Netflix/Fremantle/The Apartment Pictures/FilmNation Entertainment.",https://en.wikipedia.org/wiki/Maria_(2024_film),https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Our Little Secret,2024,November,,"Sci-Fi, Adventure",6.4,278166,124,30112122,23074748,Stephen Herek,Hailey DeDomonicis,"Lindsay Lohan,Ian Harding,Tim Meadows,Jon Rudnitsky,Henry Czerny,Judy Reyes,Chris Parnell,Kristin Chenoweth",Netflix,PG-13,English,United States,"'Our Little Secret' (2024) is a feature film directed by Stephen Herek, starring Lindsay Lohan,Ian Harding,Tim Meadows,Jon Rudnitsky,Henry Czerny,Judy Reyes,Chris Parnell,Kristin Chenoweth, produced by Netflix.",https://en.wikipedia.org/wiki/Our_Little_Secret_(film),https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Sweethearts,2024,November,28,"Action, Adventure, Drama, History",8.3,190009,131,28635603,22090402,,Dan Brier,"Jordan Weiss, Kiernan Shipka,Nico Hiraga,Caleb Hearon,Tramell Tillman,Charlie Hall, Ava DeMary,Joel Kim Booster,Christine Taylor",Max/Warner Bros. Pictures/New Line Cinema,PG-13,English,United States,"'Sweethearts' (2024) is a feature film directed by acclaimed filmmakers, starring Jordan Weiss, Kiernan Shipka,Nico Hiraga,Caleb Hearon,Tramell Tillman,Charlie Hall, Ava DeMary,Joel Kim Booster,Christine Taylor, produced by Max/Warner Bros. Pictures/New Line Cinema.",https://en.wikipedia.org/wiki/Sweethearts_(2024_film),https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Nutcrackers,2024,November,29,"Crime, Drama",7.3,188019,121,28602273,22068182,David Gordon Green,Leland Douglas,"Ben Stiller,Linda Cardellini,Edi Patterson,Tim Heidecker,Toby Huss",Hulu/Rough House Pictures,PG-13,English,United States,"'Nutcrackers' (2024) is a feature film directed by David Gordon Green, starring Ben Stiller,Linda Cardellini,Edi Patterson,Tim Heidecker,Toby Huss, produced by Hulu/Rough House Pictures.",https://en.wikipedia.org/wiki/Nutcrackers_(film),https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Y2K,2024,December,6,Comedy,8.7,450362,153,25459254,19972836,,Evan Winter,"Kyle Mooney, Jaeden Martell,Rachel Zegler,Julian Dennison,The Kid Laroi,Lachlan Watson,Daniel Zolghadri,Mason Gooding, Lauren Balone,Eduardo Franco,Fred Durst,Alicia Silverstone",A24,PG-13,English,United States,"'Y2K' (2024) is a feature film directed by acclaimed filmmakers, starring Kyle Mooney, Jaeden Martell,Rachel Zegler,Julian Dennison,The Kid Laroi,Lachlan Watson,Daniel Zolghadri,Mason Gooding, Lauren Balone,Eduardo Franco,Fred Durst,Alicia Silverstone, produced by A24.",https://en.wikipedia.org/wiki/Y2K_(2024_film),https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
